# Generated for the current Korean preview from menus, game-screen prompts, and dialogue drafts.
# Uses script-unused slots in the verified 0x80xx/0x81xx/0x82xx 16x16 source font pages.
# character	codepoint	code bytes	file offset	2bpp tile bytes
카	U+CE74	82 C5	0x63140	FF FF FF FF FF F0 FF FF FF FE FF E0 FF FC FF F9 FF FF FF FF FF 6F FF 6F FF 6F FF EF FF E3 FF EF FF F3 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF FF FF FF FF FF
칸	U+CE78	82 C6	0x63180	FF FF FF FF FF F0 FF FC FF E0 FF F9 FF F9 FF E3 FF FF FF FF FF EF FF EF FF EF FF EF FF E7 FF EF FF E7 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF EF FF FF FF 0F FF FF FF FF FF FF
커	U+CEE4	82 C7	0x631C0	FF FF FF FF FF F0 FF FF FF FE FF E0 FF FC FF F9 FF FF FF FF FF 6F FF 6F FF 6F FF 0F FF EF FF EF FF F3 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF FF FF FF FF FF
컴	U+CEF4	82 C8	0x63200	FF FF FF FF FF F0 FF FF FF E0 FF FC FF F1 FF E7 FF FF FF FF FF 6F FF 6F FF 0F FF EF FF EF FF EF FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
코	U+CF54	82 C9	0x63240	FF FF FF FF FF FF FF F0 FF FF FF FF FF F0 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF EF FF FE FF FE FF FE FF E0 FF FF FF FF FF FF FF FF FF EF FF EF FF FF FF 07 FF FF FF FF FF FF FF FF
콜	U+CF5C	82 CB	0x632C0	FF FF FF FF FF F8 FF FF FF F0 FF FE FF E0 FF FF FF FF FF FF FF 0F FF EF FF 0F FF EF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
크	U+D06C	80 E6	0x53980	FF FF FF FF FF FF FF F0 FF FF FF FF FF FF FF F0 FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF 0F FF FF FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF EF FF CF FF DF FF 07 FF FF FF FF FF FF FF FF
큰	U+D070	82 CC	0x63300	FF FF FF FF FF F8 FF FF FF F0 FF FF FF FF FF E0 FF FF FF FF FF 0F FF EF FF 0F FF EF FF EF FF 07 FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
클	U+D074	82 CD	0x63340	FF FF FF FF FF F8 FF FF FF F0 FF FF FF E0 FF FF FF FF FF FF FF 0F FF EF FF 0F FF EF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
키	U+D0A4	82 CE	0x63380	FF FF FF FF FF F0 FF FF FF FE FF E0 FF FC FF F9 FF FF FF FF FF 6F FF 6F FF 6F FF EF FF EF FF EF FF F3 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF FF FF FF FF FF
탁	U+D0C1	82 CF	0x633C0	FF FF FF FF FF F0 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF E7 FF EF FF 6F FF EF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
탄	U+D0C4	82 D0	0x63400	FF FF FF FF FF F0 FF F7 FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF EF FF EF FF E7 FF EF FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
탑	U+D0D1	80 EA	0x53A80	FF FF FF FF FF F0 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF E7 FF EF FF 6F FF FF FF FB FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
태	U+D0DC	82 D1	0x63440	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF F7 FF F7 FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF C7 FF D7 FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF 57 FF D7 FF D7 FF D7 FF FF FF FF FF FF
택	U+D0DD	82 D2	0x63480	FF FF FF FF FF F0 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF AF FF AF FF 8F FF AF FF AF FF AF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
터	U+D130	82 D3	0x634C0	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF F7 FF F7 FF FF FF FF FF 6F FF EF FF EF FF 8F FF EF FF EF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
털	U+D138	80 ED	0x53B40	FF FF FF FF FF F0 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF 8F FF EF FF 2F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
테	U+D14C	82 D4	0x63500	FF FF FF FF FF F0 FF F7 FF F7 FF F1 FF F7 FF F7 FF FF FF FF FF AF FF AF FF AF FF AF FF 2F FF AF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF AF FF AF FF AF FF AF FF AF FF FF FF FF FF FF
템	U+D15C	82 D5	0x63540	FF FF FF FF FF F0 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 57 FF D7 FF 17 FF D7 FF 57 FF D7 FF FF FF FC FF FD FF FD FF FC FF FF FF FF FF FF FF FF FF 07 FF F7 FF F7 FF 07 FF FF FF FF FF FF
토	U+D1A0	80 EE	0x53B80	FF FF FF FF FF FF FF F8 FF FB FF F8 FF FB FF FB FF FF FF FF FF FF FF 1F FF FF FF 1F FF FF FF FF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 0F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
통	U+D1B5	82 D6	0x63580	FF FF FF FF FF F0 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 0F FF FF FF 1F FF FF FF 0F FF 7F FF E0 FF FF FF F0 FF F3 FF F0 FF FF FF FF FF FF FF 07 FF FF FF 0F FF CF FF 0F FF FF FF FF FF FF
투	U+D22C	82 D7	0x635C0	FF FF FF FF FF F8 FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF 1F FF FF FF 1F FF FF FF 0F FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF FF
트	U+D2B8	82 D8	0x63600	FF FF FF FF FF FF FF F8 FF FB FF F8 FF FB FF FB FF FF FF FF FF FF FF 1F FF FF FF 1F FF FF FF FF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
튼	U+D2BC	82 D9	0x63640	FF FF FF FF FF F8 FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF FF FF 1F FF FF FF 0F FF FF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
티	U+D2F0	80 30	0x50C00	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF F7 FF F7 FF FF FF FF FF 6F FF EF FF EF FF 6F FF EF FF EF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
파	U+D30C	82 DA	0x63680	FF FF FF FF FF E0 FF FF FF FB FF FB FF FB FF FB FF FF FF FF FF 2F FF EF FF 6F FF 6F FF 63 FF 6F FF FB FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
팔	U+D314	82 DB	0x636C0	FF FF FF FF FF E0 FF FF FF E6 FF F6 FF E0 FF FF FF FF FF FF FF 6F FF EF FF 67 FF EF FF 2F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
패	U+D328	82 DC	0x63700	FF FF FF FF FF E0 FF FF FF F6 FF F6 FF F6 FF F6 FF FF FF FF FF 57 FF D7 FF D7 FF D7 FF D7 FF C7 FF F6 FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF 57 FF D7 FF D7 FF D7 FF FF FF FF FF FF
팬	U+D32C	80 EF	0x53BC0	FF FF FF FF FF E0 FF FF FF F6 FF F6 FF F6 FF E0 FF FF FF FF FF AF FF AF FF AF FF 8F FF AF FF 2F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF AF FF AF FF FF FF FF FF 0F FF FF FF FF FF FF
퍼	U+D37C	82 DD	0x63740	FF FF FF FF FF E0 FF FF FF F2 FF F2 FF F2 FF F2 FF FF FF FF FF 6F FF EF FF EF FF EF FF 8F FF EF FF FA FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
페	U+D398	82 DE	0x63780	FF FF FF FF FF E0 FF FF FF F6 FF F6 FF F6 FF F6 FF FF FF FF FF 57 FF D7 FF D7 FF D7 FF 17 FF D7 FF F6 FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF 57 FF D7 FF D7 FF D7 FF FF FF FF FF FF
편	U+D3B8	80 F1	0x53C40	FF FF FF FF FF E0 FF FF FF F2 FF F2 FF FA FF E0 FF FF FF FF FF 6F FF EF FF 0F FF 6F FF 8F FF 2F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
평	U+D3C9	80 31	0x50C40	FF FF FF FF FF E0 FF FF FF E6 FF E6 FF F6 FF E0 FF FF FF FF FF 6F FF EF FF 0F FF 6F FF 8F FF 2F FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF EF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
포	U+D3EC	82 DF	0x637C0	FF FF FF FF FF FF FF F0 FF FF FF F9 FF F9 FF FD FF FF FF FF FF FF FF 0F FF FF FF 9F FF 9F FF BF FF F0 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 0F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
폭	U+D3ED	82 E0	0x63800	FF FF FF FF FF F0 FF F9 FF FD FF F0 FF FF FF E0 FF FF FF FF FF 0F FF CF FF DF FF 0F FF 7F FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
푹	U+D479	82 E2	0x63880	FF FF FF FF FF F0 FF FD FF FD FF F0 FF FF FF E0 FF FF FF FF FF 0F FF BF FF BF FF 0F FF FF FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 7F FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
품	U+D488	82 E4	0x63900	FF FF FF FF FF F0 FF FD FF FD FF F0 FF FF FF E0 FF FF FF FF FF 0F FF BF FF BF FF 0F FF FF FF 07 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF 7F FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
풍	U+D48D	80 F8	0x53E00	FF FF FF FF FF F0 FF FD FF FD FF F0 FF FF FF E0 FF FF FF FF FF 0F FF BF FF BF FF 0F FF FF FF 07 FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF 7F FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
퓨	U+D4E8	82 E5	0x63940	FF FF FF FF FF F0 FF FF FF FD FF FD FF F0 FF FF FF FF FF FF FF 0F FF FF FF DF FF DF FF 0F FF FF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 07 FF DF FF DF FF DF FF DF FF FF FF FF FF FF
프	U+D504	82 E6	0x63980	FF FF FF FF FF FF FF F0 FF FF FF F9 FF F9 FF FD FF FF FF FF FF FF FF 0F FF FF FF 9F FF 9F FF BF FF F0 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
플	U+D50C	82 E7	0x639C0	FF FF FF FF FF F0 FF FD FF F0 FF FF FF E0 FF FF FF FF FF FF FF 0F FF BF FF 0F FF FF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
필	U+D544	82 E8	0x63A00	FF FF FF FF FF E0 FF FF FF F2 FF FA FF E0 FF FF FF FF FF FF FF 2F FF EF FF 6F FF EF FF 2F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
하	U+D558	82 E9	0x63A40	FF FF FF FF FF FB FF C0 FF FF FF F0 FF E6 FF EF FF FF FF FF FF DF FF 5F FF DF FF DF FF 5F FF 47 FF E6 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 5F FF DF FF DF FF DF FF DF FF FF FF FF FF FF
학	U+D559	80 F9	0x53E40	FF FF FF FF FF FB FF C0 FF FF FF F0 FF E6 FF E6 FF FF FF FF FF FF FF 5F FF DF FF DF FF 47 FF 5F FF F0 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF DF FF FF FF 1F FF DF FF DF FF DF FF FF FF FF
한	U+D55C	82 EA	0x63A80	FF FF FF FF FF FB FF C0 FF FF FF F0 FF E6 FF E6 FF FF FF FF FF DF FF 5F FF DF FF DF FF 47 FF 5F FF F0 FF FF FF F7 FF F7 FF F0 FF FF FF FF FF FF FF DF FF DF FF FF FF FF FF 0F FF FF FF FF FF FF
할	U+D560	82 EB	0x63AC0	FF FF FF FF FF FB FF C0 FF FF FF E0 FF E6 FF E0 FF FF FF FF FF FF FF 5F FF DF FF 47 FF 5F FF 5F FF FF FF F0 FF FF FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 1F FF DF FF 1F FF FF FF 1F FF FF FF FF
함	U+D568	82 EC	0x63B00	FF FF FF FF FF FB FF C0 FF FF FF F0 FF E6 FF E6 FF FF FF FF FF FF FF 5F FF DF FF DF FF 47 FF 5F FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF DF FF FF FF 1F FF DF FF DF FF 1F FF FF FF FF
합	U+D569	82 ED	0x63B40	FF FF FF FF FF FB FF C0 FF FF FF F0 FF E6 FF E6 FF FF FF FF FF FF FF 6F FF EF FF EF FF 67 FF 6F FF F0 FF FF FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF EF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF
항	U+D56D	80 34	0x50D00	FF FF FF FF FF FB FF C0 FF FF FF F0 FF E6 FF E6 FF FF FF FF FF FF FF 5F FF DF FF DF FF 47 FF 5F FF F0 FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF DF FF DF FF 1F FF CF FF CF FF 1F FF FF FF FF
해	U+D574	82 EF	0x63BC0	FF FF FF FF FF FB FF E0 FF FF FF F0 FF E6 FF EF FF FF FF FF FF D7 FF 57 FF D7 FF D7 FF 57 FF 47 FF E6 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 57 FF D7 FF D7 FF D7 FF D7 FF FF FF FF FF FF
했	U+D588	82 F0	0x63C00	FF FF FF FF FF FB FF E0 FF FF FF F0 FF E6 FF E6 FF FF FF FF FF FF FF 57 FF D7 FF D7 FF 47 FF 57 FF F0 FF FF FF FD FF F8 FF F2 FF E7 FF FF FF FF FF D7 FF F7 FF DF FF CF FF 07 FF 33 FF FF FF FF
행	U+D589	82 F1	0x63C40	FF FF FF FF FF FB FF E0 FF FF FF F0 FF E6 FF E6 FF FF FF FF FF FF FF 57 FF D7 FF D7 FF 47 FF 57 FF F0 FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF D7 FF F7 FF 0F FF E7 FF E7 FF 0F FF FF FF FF
허	U+D5C8	82 F2	0x63C80	FF FF FF FF FF FB FF C0 FF FF FF F0 FF E6 FF EF FF FF FF FF FF EF FF 6F FF EF FF EF FF 6F FF 0F FF E6 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
험	U+D5D8	82 F4	0x63D00	FF FF FF FF FF FD FF E0 FF FF FF F8 FF F2 FF F2 FF FF FF FF FF FF FF 6F FF EF FF EF FF 0F FF 6F FF F8 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF EF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF
혀	U+D600	82 F5	0x63D40	FF FF FF FF FF FB FF C0 FF FF FF F0 FF E6 FF EF FF FF FF FF FF EF FF 6F FF EF FF 8F FF 6F FF 6F FF E6 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
형	U+D615	80 36	0x50D80	FF FF FF FF FF FD FF E0 FF FF FF F8 FF F2 FF F2 FF FF FF FF FF FF FF 6F FF EF FF 8F FF 6F FF 0F FF F8 FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF EF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF
호	U+D638	80 FB	0x53EC0	FF FF FF FF FF FF FF FF FF F0 FF FF FF FC FF F9 FF FF FF FF FF FF FF 7F FF 0F FF FF FF 1F FF CF FF F9 FF FC FF FF FF E0 FF FF FF FF FF FF FF FF FF CF FF 1F FF 7F FF 07 FF FF FF FF FF FF FF FF
혼	U+D63C	82 F6	0x63D80	FF FF FF FF FF FF FF F0 FF FF FF F8 FF F9 FF F8 FF FF FF FF FF 7F FF 0F FF FF FF 0F FF CF FF 0F FF FF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF 7F FF 07 FF FF FF FF FF FF FF 0F FF FF FF FF
화	U+D654	82 F7	0x63DC0	FF FF FF FF FF FD FF E0 FF FF FF F8 FF F3 FF F3 FF FF FF FF FF EF FF 2F FF EF FF 6F FF 2F FF 23 FF F0 FF FD FF E0 FF FF FF FF FF FF FF FF FF FF FF 6F FF EF FF 0F FF EF FF EF FF FF FF FF FF FF
확	U+D655	82 F8	0x63E00	FF FF FF FF FF FD FF E0 FF FF FF F0 FF F2 FF F0 FF FF FF FF FF FF FF 2F FF EF FF 6F FF 6F FF 67 FF FD FF E0 FF FF FF F8 FF FF FF FF FF FF FF FF FF EF FF 2F FF FF FF 0F FF EF FF EF FF FF FF FF
환	U+D658	80 FE	0x53F80	FF FF FF FF FF FD FF E0 FF FF FF F0 FF F2 FF F0 FF FF FF FF FF EF FF 2F FF EF FF 6F FF 67 FF 6F FF FD FF E0 FF FF FF FB FF F8 FF FF FF FF FF FF FF EF FF 2F FF EF FF FF FF 0F FF FF FF FF FF FF
회	U+D68C	82 F9	0x63E40	FF FF FF FF FF FD FF E0 FF FF FF F8 FF F2 FF F2 FF FF FF FF FF EF FF 2F FF EF FF EF FF 6F FF 6F FF F0 FF FD FF E0 FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF 2F FF EF FF EF FF FF FF FF FF FF
후	U+D6C4	81 01	0x54040	FF FF FF FF FF FF FF F0 FF FF FF F8 FF F9 FF F8 FF FF FF FF FF 7F FF 0F FF FF FF 0F FF CF FF 0F FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF FF FF FF FF FF
휘	U+D718	82 FA	0x63E80	FF FF FF FF FF FD FF F0 FF FF FF F0 FF F2 FF F0 FF FF FF FF FF EF FF 2F FF EF FF 6F FF 6F FF 6F FF FF FF E0 FF FD FF FD FF FD FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
흘	U+D758	81 02	0x54080	FF FF FF FF FF FF FF F0 FF FF FF F8 FF F9 FF F8 FF FF FF FF FF 7F FF 0F FF FF FF 0F FF CF FF 0F FF FF FF E0 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 07 FF EF FF 0F FF FF FF 0F FF FF FF FF
흠	U+D760	81 03	0x540C0	FF FF FF FF FF FF FF F0 FF FF FF F8 FF F9 FF F8 FF FF FF FF FF 7F FF 0F FF FF FF 0F FF CF FF 0F FF FF FF E0 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF 0F FF EF FF 0F FF FF FF FF
흥	U+D765	81 04	0x54100	FF FF FF FF FF FF FF F0 FF FF FF F8 FF F3 FF F8 FF FF FF FF FF 7F FF 0F FF FF FF 1F FF CF FF 1F FF FF FF E0 FF FF FF F0 FF F3 FF F0 FF FF FF FF FF FF FF 07 FF FF FF 0F FF CF FF 0F FF FF FF FF
히	U+D788	82 FB	0x63EC0	FF FF FF FF FF FD FF E0 FF FF FF F8 FF F2 FF F7 FF FF FF FF FF EF FF 2F FF EF FF EF FF 6F FF 6F FF F2 FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
힌	U+D78C	82 FC	0x63F00	FF FF FF FF FF FD FF E0 FF FF FF F8 FF F2 FF F2 FF FF FF FF FF EF FF 2F FF EF FF EF FF 6F FF 6F FF F8 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
힘	U+D798	82 FD	0x63F40	FF FF FF FF FF FD FF E0 FF FF FF F8 FF F2 FF F2 FF FF FF FF FF FF FF 2F FF EF FF EF FF 6F FF 6F FF F8 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF EF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF
